riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,choiceP,easy0difficult1,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,BestFit.thisRepN,BestFit.thisTrialN,BestFit.thisN,BestFit.thisIndex,dynamicTrials.thisRepN,dynamicTrials.thisTrialN,dynamicTrials.thisN,dynamicTrials.thisIndex,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,loc,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,statStartTxt.started,statStartResp.started,statStartResp.keys,statStartResp.rt,realCircLeft.started,realCircRight.started,realRiskLine.started,realORtxt.started,realLossTxt.started,realGainTxt.started,realSafeTxt.started,realVleft.started,realNright.started,realChoiceResp.started,realChoiceResp.keys,realChoiceResp.rt,isiRealFix.started,statNoRespTxt.started,statRiskOC.started,statSafeOC.started,statOCtxt.started,statHideRisk.started,outcomes,choices,itiRealFix.started,itiRealFix.stopped,dynamicChoiceSet.routineStartVal,setupBestFitTxt.started,setupBestFitTxt.stopped,dynamicChoiceSet.routineEndVal,bestRho.routineEndVal,bestMu.routineEndVal,loadDynaChoicesTxt.started,dynaStartTxt.started,dynaStartResp.started,dynaStartResp.keys,dynaStartResp.rt,dynaNoRespTxt.started,dynaRiskOC.started,dynaSafeOC.started,dynaOCtxt.started,dynaHideRisk.started,cgeRDMendTxt.started,cgeRDMendResp.started,cgeRDMendResp.keys,cgeRDMendResp.rt,ThankYou.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3, 3, 3]","[3, 3, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3]",40.36183320000055,42.36672910000016,return,0.02544100000159233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.416549499999746,44.413502600000356,v,0.23362590000033379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
18.23,0,9.45,1,3,1,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,44.69013199999972,44.69013199999972,44.69013199999972,44.69013199999972,44.69013199999972,44.69013199999972,44.69013199999972,44.69013199999972,44.69013199999972,44.69013199999972,1,v,1.701319699999658,46.41046819999974,47.425930999999764,47.425930999999764,47.425930999999764,47.425930999999764,47.425930999999764,47.425930999999764,0,48.440811500000564,51.45321590000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
53.27,0,35.16,1,3.5,1,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,51.45321590000094,51.45321590000094,51.45321590000094,51.45321590000094,51.45321590000094,51.45321590000094,51.45321590000094,51.45321590000094,51.45321590000094,51.45321590000094,1,n,0.7471480000003794,52.21839440000076,53.23370580000119,53.23370580000119,53.23370580000119,53.23370580000119,53.23370580000119,53.23370580000119,35.16,54.248735600000145,57.760289300000295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
8.27,0,1.15,1,3,2,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,57.760289300000295,57.760289300000295,57.760289300000295,57.760289300000295,57.760289300000295,57.760289300000295,57.760289300000295,57.760289300000295,57.760289300000295,57.760289300000295,2,v,1.9909401000004436,59.773642300000574,60.788962300001,60.788962300001,60.788962300001,60.788962300001,60.788962300001,60.788962300001,1.15,61.804080600000816,64.81644229999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
45.88,0,40.41,1,3.5,1,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,64.81644229999984,64.81644229999984,64.81644229999984,64.81644229999984,64.81644229999984,64.81644229999984,64.81644229999984,64.81644229999984,64.81644229999984,64.81644229999984,1,n,1.6553377000000182,66.49697340000057,67.51213110000026,67.51213110000026,67.51213110000026,67.51213110000026,67.51213110000026,67.51213110000026,40.41,68.52715160000116,72.03853290000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.03853290000006,72.03853290000006,v,0.8899928999999247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
,,,,,2,25.2,0.0,5.4,0,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,72.9567545000009,72.9567545000009,72.9567545000009,72.9567545000009,72.9567545000009,72.9567545000009,72.9567545000009,72.9567545000009,72.9567545000009,72.9567545000009,v,1.3390338000008342,74.31854630000089,75.33376930000122,75.33376930000122,75.33376930000122,75.33376930000122,75.33376930000122,5.4,0,76.33208139999988,79.34442930000114,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
,,,,,2,20.03,0.0,1.99,0,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,79.34442930000114,79.34442930000114,79.34442930000114,79.34442930000114,79.34442930000114,79.34442930000114,79.34442930000114,79.34442930000114,79.34442930000114,79.34442930000114,n,0.9593941000002815,80.3261908000004,81.34137519999967,81.34137519999967,81.34137519999967,81.34137519999967,81.34137519999967,0.0,1,82.33973450000121,85.85135660000014,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
,,,,,2,28.21,0.0,3.89,0,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,85.85135660000014,85.85135660000014,85.85135660000014,85.85135660000014,85.85135660000014,85.85135660000014,85.85135660000014,85.85135660000014,85.85135660000014,85.85135660000014,v,0.7575046000019938,86.63317490000009,87.64853179999955,87.64853179999955,87.64853179999955,87.64853179999955,87.64853179999955,3.89,0,88.6468115000007,92.15848600000027,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h33.37.317,cgeRDMtask,2022.2.4,60.09405922128574,
