pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,riskyGain,riskyLoss,alternative,isi,iti,loc,initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[1.5, 1, 1.5, 1, 1, 1, 1, 1, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1]","[1, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1, 1, 1, 1, 1.5, 1, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5]",19.692739999998594,21.685634199995548,return,0.13921619998291135,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-29_04h06.09.485,cgeRDMtask,2022.2.1,60.10449768470097,
,,,,,,,,,,,,,,,,21.851877700013574,23.848815000004834,n,0.3320604999898933,,,,,,,,,,,,,,,,,,,,999,2023-09-29_04h06.09.485,cgeRDMtask,2022.2.1,60.10449768470097,
,,,,,,,,,,,,,,,,,,,,24.211149500013562,24.211149500013562,24.211149500013562,24.211149500013562,24.211149500013562,24.211149500013562,24.211149500013562,24.211149500013562,24.211149500013562,24.211149500013562,v,3.270204400003422,28.192190800007666,30.206104400014738,30.206104400014738,30.206104400014738,30.206104400014738,30.206104400014738,30.206104400014738,,,,,,
