riskyGain,riskyLoss,alternative,isi,iti,loc,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,circleLeft.started,circleRight.started,lineLeft.started,orText.started,lossTxt.started,gainTxt.started,safeTxt.started,vLeft.started,nRight.started,choice1.started,choice1.keys,choice1.rt,isiText.started,isiText.stopped,noRespTxt.started,ocGamble.started,ocSafe.started,outcomeText.started,hideGamble.started,outcome,itiText.started,itiText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,37.88835449994076,39.88782209996134,return,22.34234450000804,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h21.20.075,CGTriskyDMtask,2022.2.4,166.52733854673073,
,,,,,,,,,,,,,,62.261913800030015,64.26254959998187,v,2.3774979000445455,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h21.20.075,CGTriskyDMtask,2022.2.4,166.52733854673073,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,66.6941600999562,66.6941600999562,66.6941600999562,66.6941600999562,66.6941600999562,66.6941600999562,66.6941600999562,68.66615019994788,68.66615019994788,68.66615019994788,v,0.3257099000038579,69.01553640002385,71.03241690003779,71.03241690003779,71.03241690003779,71.03241690003779,71.03241690003779,71.03241690003779,18.23,72.03428220003843,73.07442489999812,,001,2023-04-20_14h21.20.075,CGTriskyDMtask,2022.2.4,166.52733854673073,
53.27,0,35.16,1,3,1,0,1,1,1,,,,,,,,,73.07442489999812,73.07442489999812,73.07442489999812,73.07442489999812,73.07442489999812,73.07442489999812,73.07442489999812,75.05271349998657,75.05271349998657,75.05271349998657,v,0.5451789000071585,75.61877850000747,76.64218570000958,76.64218570000958,76.64218570000958,76.64218570000958,76.64218570000958,76.64218570000958,0,77.65241169999354,80.69004679995123,,001,2023-04-20_14h21.20.075,CGTriskyDMtask,2022.2.4,166.52733854673073,
,,,,,,,,,,,,,,,,,,80.69004679995123,80.69004679995123,80.69004679995123,80.69004679995123,80.69004679995123,80.69004679995123,80.69004679995123,82.67259249999188,82.67259249999188,82.67259249999188,,,,,,,,,,,,,,,,,,,
