Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,participant,session,date,expName,psychopyVersion,frameRate,
26.747807399835438,28.754116399912164,return,1.714265099959448,,,,001,2023-05-09_22h01.02.077,CGTriskyDMtask,2022.2.4,60.13399055595138,
,,,,30.48466739989817,32.481889099814,,,,,,,
