riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,choiceP,easy0difficult1,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,BestFit.thisRepN,BestFit.thisTrialN,BestFit.thisN,BestFit.thisIndex,dynamicTrials.thisRepN,dynamicTrials.thisTrialN,dynamicTrials.thisN,dynamicTrials.thisIndex,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,loc,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,statStartTxt.started,statStartResp.started,statStartResp.keys,statStartResp.rt,realCircLeft.started,realCircRight.started,realRiskLine.started,realORtxt.started,realLossTxt.started,realGainTxt.started,realSafeTxt.started,realVleft.started,realNright.started,realChoiceResp.started,realChoiceResp.keys,realChoiceResp.rt,isiRealFix.started,statNoRespTxt.started,statRiskOC.started,statSafeOC.started,statOCtxt.started,statHideRisk.started,outcomes,choices,itiRealFix.started,itiRealFix.stopped,dynamicChoiceSet.routineStartVal,setupBestFitTxt.started,setupBestFitTxt.stopped,dynamicChoiceSet.routineEndVal,bestRho.routineEndVal,bestMu.routineEndVal,loadDynaChoicesTxt.started,dynaStartTxt.started,dynaStartResp.started,dynaStartResp.keys,dynaStartResp.rt,dynaNoRespTxt.started,dynaRiskOC.started,dynaSafeOC.started,dynaOCtxt.started,dynaHideRisk.started,cgeRDMendTxt.started,cgeRDMendResp.started,cgeRDMendResp.keys,cgeRDMendResp.rt,ThankYou.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3, 3]","[3, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3]",16.88189100002637,18.884476199978963,return,0.49085800000466406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.400066100002732,21.39721379999537,v,0.875467200006824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
18.23,0,9.45,1,3,1,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,22.306262800004333,22.306262800004333,22.306262800004333,22.306262800004333,22.306262800004333,22.306262800004333,22.306262800004333,22.306262800004333,22.306262800004333,22.306262800004333,1,v,1.5475507999653928,23.877584900008515,24.891997499973513,24.891997499973513,24.891997499973513,24.891997499973513,24.891997499973513,24.891997499973513,18.23,25.906809200008865,28.919414500007406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
53.27,0,35.16,1,3.5,1,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,28.919414500007406,28.919414500007406,28.919414500007406,28.919414500007406,28.919414500007406,28.919414500007406,28.919414500007406,28.919414500007406,28.919414500007406,28.919414500007406,1,n,1.3432658999809064,30.283658600004856,31.29877029999625,31.29877029999625,31.29877029999625,31.29877029999625,31.29877029999625,31.29877029999625,35.16,32.31389210000634,35.82554019999225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
8.27,0,1.15,1,3,2,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,35.82554019999225,35.82554019999225,35.82554019999225,35.82554019999225,35.82554019999225,35.82554019999225,35.82554019999225,35.82554019999225,35.82554019999225,35.82554019999225,2,v,2.404138200043235,38.254974899988156,39.270234299998265,39.270234299998265,39.270234299998265,39.270234299998265,39.270234299998265,39.270234299998265,1.15,40.28528539999388,43.29771329998039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
45.88,0,40.41,1,3.5,1,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,43.29771329998039,43.29771329998039,43.29771329998039,43.29771329998039,43.29771329998039,43.29771329998039,43.29771329998039,43.29771329998039,43.29771329998039,43.29771329998039,1,n,0.8837283999891952,44.21266229997855,45.22783200000413,45.22783200000413,45.22783200000413,45.22783200000413,45.22783200000413,45.22783200000413,40.41,46.24289970000973,49.75447189999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.75447189999977,49.75447189999977,v,3.1681967000477016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,2,25.2,0.0,5.4,0,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,52.951877999992575,52.951877999992575,52.951877999992575,52.951877999992575,52.951877999992575,52.951877999992575,52.951877999992575,52.951877999992575,52.951877999992575,52.951877999992575,v,1.8710858999984339,54.84662379999645,55.86195360001875,55.86195360001875,55.86195360001875,55.86195360001875,55.86195360001875,5.4,0,56.86026639997726,60.37186190002831,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,1,28.21,0.0,3.89,0,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,60.37186190002831,60.37186190002831,60.37186190002831,60.37186190002831,60.37186190002831,60.37186190002831,60.37186190002831,60.37186190002831,60.37186190002831,60.37186190002831,v,1.582124499953352,61.98586229997454,63.00115259998711,63.00115259998711,63.00115259998711,63.00115259998711,63.00115259998711,0.0,1,63.99946560000535,67.51103420002619,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,2,20.03,0.0,1.99,0,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,67.51103420002619,67.51103420002619,67.51103420002619,67.51103420002619,67.51103420002619,67.51103420002619,67.51103420002619,67.51103420002619,67.51103420002619,67.51103420002619,n,0.9740664000273682,68.50941330002388,69.52471109997714,69.52471109997714,69.52471109997714,69.52471109997714,69.52471109997714,20.03,1,70.52293909998843,74.03471079998417,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,2,17.73,0.0,3.13,0,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,74.03471079998417,74.03471079998417,74.03471079998417,74.03471079998417,74.03471079998417,74.03471079998417,74.03471079998417,74.03471079998417,74.03471079998417,74.03471079998417,v,1.5102071999572217,75.56543489999603,76.58055660000537,76.58055660000537,76.58055660000537,76.58055660000537,76.58055660000537,3.13,0,77.57902880001348,81.46282110002358,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../CGE/bespoke_choicesets/bespoke_choiceset_rhoInd009_muInd201.csv,81.46282110002358,85.46707349998178,../CGE/bespoke_choicesets/bespoke_choiceset_rhoInd009_muInd201.csv,9,201,,,,,,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.46707349998178,87.48074640001869,87.48074640001869,v,1.035262799996417,,,,,,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,2,5.62916166076902,0,11.7962615603581,,2.5470732909591e-22,0,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,88.55509079998592,88.55509079998592,88.55509079998592,88.55509079998592,88.55509079998592,88.55509079998592,88.55509079998592,88.55509079998592,88.55509079998592,88.55509079998592,n,1.3108322999905795,89.89379080000799,,,,,,5.62916166076902,1,91.9072994000162,94.91968519997317,,,,,,,,,,,,90.90914379997412,90.90914379997412,90.90914379997412,90.90914379997412,90.90914379997412,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,1,27.1090837410185,0,4.25883268463658,,0.534765241071733,1,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,94.91968519997317,94.91968519997317,94.91968519997317,94.91968519997317,94.91968519997317,94.91968519997317,94.91968519997317,94.91968519997317,94.91968519997317,94.91968519997317,v,1.232890099985525,96.18430700001772,,,,,,0,1,98.19793610001216,101.7095339000225,,,,,,,,,,,,97.19958489999408,97.19958489999408,97.19958489999408,97.19958489999408,97.19958489999408,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,2,19.1794393188902,0,3.06536607078742,,0.47012825747375,1,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,101.7095339000225,101.7095339000225,101.7095339000225,101.7095339000225,101.7095339000225,101.7095339000225,101.7095339000225,101.7095339000225,101.7095339000225,101.7095339000225,n,0.7094857000047341,102.44146489998093,,,,,,19.1794393188902,1,104.45645519997925,107.96695279999403,,,,,,,,,,,,103.45691499998793,103.45691499998793,103.45691499998793,103.45691499998793,103.45691499998793,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,1,22.4043129424565,0,3.51508897296153,,0.539668419779305,1,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,107.96695279999403,107.96695279999403,107.96695279999403,107.96695279999403,107.96695279999403,107.96695279999403,107.96695279999403,107.96695279999403,107.96695279999403,107.96695279999403,v,1.7462535999948159,109.73055189999286,,,,,,22.4043129424565,1,111.74445019999985,114.75688770000124,,,,,,,,,,,,110.7530640999903,110.7530640999903,110.7530640999903,110.7530640999903,110.7530640999903,,,,,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.75688770000124,114.75688770000124,return,2.327631299966015,,999,2023-09-30_04h19.43.106,cgeRDMtask,2022.2.4,60.1047866713146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.1027828999795,,,,,,
