riskyGain,riskyLoss,alternative,isi,iti,loc,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracTriNum.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3]","[3, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3, 3.5, 3, 3, 3, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3.5]",14.458115199999156,16.452657800000452,return,0.39557889999923646,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h40.00.752,cgeRDMtask,2022.2.4,60.045202028010785,
,,,,,,,,,,,,,,,,16.868322300000727,18.865591900001164,v,0.014984899997216417,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h40.00.752,cgeRDMtask,2022.2.4,60.045202028010785,
18.23,0,9.45,1,3,1,0,0,0,0,,,,,,,,,,,18.98155240000051,18.98155240000051,18.98155240000051,18.98155240000051,18.98155240000051,18.98155240000051,18.98155240000051,18.98155240000051,18.98155240000051,18.98155240000051,18.98155240000051,n,2.281496200001129,21.294955800000025,22.323640200000227,22.323640200000227,22.323640200000227,22.323640200000227,22.323640200000227,22.323640200000227,9.45,23.32535310000094,26.34040829999867,999,2023-09-30_16h40.00.752,cgeRDMtask,2022.2.4,60.045202028010785,
,,,,,,,,,,,,,,,,,,,,26.34040829999867,26.34040829999867,26.34040829999867,26.34040829999867,26.34040829999867,26.34040829999867,26.34040829999867,26.34040829999867,26.34040829999867,26.34040829999867,26.34040829999867,,,,,,,,,,,,,,,,,,
