riskyGain,riskyLoss,alternative,isi,iti,loc,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,riskyoption1,riskyoption2,safeoption,ischecktrial,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracTriNum.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,statStartTxt.started,statStartResp.started,statStartResp.keys,statStartResp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"[3, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[3, 3, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3.5]",15.146511800001463,17.15212999999858,return,0.19328649999806657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h51.05.296,cgeRDMtask,2022.2.4,60.095648234453165,
,,,,,,,,,,,,,,,,,,,,,,,,17.368078499999683,19.36574059999839,v,5.16294249999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h51.05.296,cgeRDMtask,2022.2.4,60.095648234453165,
18.23,0,9.45,1,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,24.57304110000041,24.57304110000041,24.57304110000041,24.57304110000041,24.57304110000041,24.57304110000041,24.57304110000041,24.57304110000041,24.57304110000041,24.57304110000041,24.57304110000041,v,1.0594005999992078,25.655551700001524,26.670990800001164,26.670990800001164,26.670990800001164,26.670990800001164,26.670990800001164,26.670990800001164,18.23,27.685766700000386,30.698082099999738,,,,,999,2023-09-30_16h51.05.296,cgeRDMtask,2022.2.4,60.095648234453165,
53.27,0,35.16,1,3.5,1,0,1,1,1,,,,,,,,,,,,,,,,,,,30.698082099999738,30.698082099999738,30.698082099999738,30.698082099999738,30.698082099999738,30.698082099999738,30.698082099999738,30.698082099999738,30.698082099999738,30.698082099999738,30.698082099999738,n,0.550290800001676,31.26425190000009,32.28495330000078,32.28495330000078,32.28495330000078,32.28495330000078,32.28495330000078,32.28495330000078,35.16,33.29429389999859,36.83391969999866,,,,,999,2023-09-30_16h51.05.296,cgeRDMtask,2022.2.4,60.095648234453165,
8.27,0,1.15,1,3,2,0,2,2,2,,,,,,,,,,,,,,,,,,,36.83391969999866,36.83391969999866,36.83391969999866,36.83391969999866,36.83391969999866,36.83391969999866,36.83391969999866,36.83391969999866,36.83391969999866,36.83391969999866,36.83391969999866,v,0.4309309000018402,37.28839810000136,38.30341229999976,38.30341229999976,38.30341229999976,38.30341229999976,38.30341229999976,38.30341229999976,1.15,39.31852259999869,42.339130500000465,,,,,999,2023-09-30_16h51.05.296,cgeRDMtask,2022.2.4,60.095648234453165,
45.88,0,40.41,1,3.5,1,0,3,3,3,,,,,,,,,,,,,,,,,,,42.339130500000465,42.339130500000465,42.339130500000465,42.339130500000465,42.339130500000465,42.339130500000465,42.339130500000465,42.339130500000465,42.339130500000465,42.339130500000465,42.339130500000465,n,0.4453931999996712,42.81332499999917,43.836052599999675,43.836052599999675,43.836052599999675,43.836052599999675,43.836052599999675,43.836052599999675,40.41,44.84366520000185,48.368010800000775,,,,,999,2023-09-30_16h51.05.296,cgeRDMtask,2022.2.4,60.095648234453165,
21.56,0,11.96,1,3,2,0,4,4,4,,,,,,,,,,,,,,,,,,,48.368010800000775,48.368010800000775,48.368010800000775,48.368010800000775,48.368010800000775,48.368010800000775,48.368010800000775,48.368010800000775,48.368010800000775,48.368010800000775,48.368010800000775,n,0.5448584000005212,48.93726109999989,49.95798790000117,49.95798790000117,49.95798790000117,49.95798790000117,49.95798790000117,49.95798790000117,0,50.96775730000081,53.98008330000084,,,,,999,2023-09-30_16h51.05.296,cgeRDMtask,2022.2.4,60.095648234453165,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.98008330000084,53.98008330000084,v,0.9487365999993926,999,2023-09-30_16h51.05.296,cgeRDMtask,2022.2.4,60.095648234453165,
