riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,choiceP,easy0difficult1,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,BestFit.thisRepN,BestFit.thisTrialN,BestFit.thisN,BestFit.thisIndex,dynamicTrials.thisRepN,dynamicTrials.thisTrialN,dynamicTrials.thisN,dynamicTrials.thisIndex,CGErdmStartText.started,CGErdmStartResp.started,initITIstatic,initITIdynamic,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,staticStartText.started,staticStartResp.started,staticStartResp.keys,staticStartResp.rt,realCircLeft.started,realCircRight.started,realRiskLine.started,realORtext.started,realLossText.started,realGainText.started,realSafeText.started,realVleft.started,realNright.started,realChoiceResp.started,loc,realChoiceResp.keys,realChoiceResp.rt,isiFix.started,staticNoRespText.started,staticRiskOC.started,staticSafeOC.started,staticOCtext.started,staticHideRisk.started,outcomes,choices,itiFix.started,itiFix.stopped,dynamicChoiceSet.routineStartVal,setupBestFit.started,setupBestFit.stopped,dynamicChoiceSet.routineEndVal,bestRho.routineEndVal,bestMu.routineEndVal,text.started,dynamicStartText.started,dynamicStartResp.started,dynamicStartResp.keys,dynamicStartResp.rt,dynamicNoRespText.started,dynamicRiskOC.started,dynamicSafeOC.started,dynamicOCtext.started,dynamicHideRisk.started,cgeRDMendText.started,cgeRDMendResp.started,cgeRDMendResp.keys,cgeRDMendResp.rt,ThankYou.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.34531559998868,25.33642680000048,"[3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3.5]","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3.5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3, 3, 3.5, 3, 3, 3]",return,20.54906440008199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.90579699998489,47.90241609996883,v,0.034666100051254034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
18.23,0,9.45,1,3,1,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,47.971739499946125,47.971739499946125,47.971739499946125,47.971739499946125,47.971739499946125,47.971739499946125,47.971739499946125,47.971739499946125,47.971739499946125,47.971739499946125,v,1.0357646000338718,49.034053899988066,50.04958379996242,50.04958379996242,50.04958379996242,50.04958379996242,50.04958379996242,50.04958379996242,18.23,51.06440409994684,54.07661150000058,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
53.27,0,35.16,1,3.5,1,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,54.07661150000058,54.07661150000058,54.07661150000058,54.07661150000058,54.07661150000058,54.07661150000058,54.07661150000058,54.07661150000058,54.07661150000058,54.07661150000058,n,1.0024342000833713,55.10832639998989,56.123561699991114,56.123561699991114,56.123561699991114,56.123561699991114,56.123561699991114,56.123561699991114,35.16,57.138620399986394,60.65013209998142,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.65013209998142,60.65013209998142,v,1.5469297000672668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,1,20.03,0.0,1.99,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.21551449998515,62.21551449998515,62.21551449998515,62.21551449998515,62.21551449998515,62.21551449998515,62.21551449998515,62.21551449998515,62.21551449998515,62.21551449998515,1,v,1.182920700055547,63.42913869995391,64.4444762999774,64.4444762999774,64.4444762999774,64.4444762999774,64.4444762999774,20.03,1,65.44281389995012,68.95448580000084,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,2,28.21,0.0,3.89,0,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.95448580000084,68.95448580000084,68.95448580000084,68.95448580000084,68.95448580000084,68.95448580000084,68.95448580000084,68.95448580000084,68.95448580000084,68.95448580000084,2,n,1.4367308000219055,70.41861949994927,71.43382379994728,71.43382379994728,71.43382379994728,71.43382379994728,71.43382379994728,28.21,1,72.43210669996915,76.16565869998885,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../CGE/bespoke_choicesets/bespoke_choiceset_rhoInd094_muInd201.csv,76.16565869998885,80.17065980000189,../CGE/bespoke_choicesets/bespoke_choiceset_rhoInd094_muInd201.csv,94,201,,,,,,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.17065980000189,82.1841287999996,82.1841287999996,v,2.8389859000453725,,,,,,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,1,2.65255054014269,0,3.31937305370811,,3.67722844786178e-22,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.05478159995982,85.05478159995982,85.05478159995982,85.05478159995982,85.05478159995982,85.05478159995982,85.05478159995982,85.05478159995982,85.05478159995982,85.05478159995982,1,v,1.3295607000472955,86.4110260999878,,,,,,0,1,88.42472439998528,91.93641699996078,,,,,,,,,,,,87.42647679999936,87.42647679999936,87.42647679999936,87.42647679999936,87.42647679999936,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,2,15.5891054884414,0,8.68703045739094,,0.514884868079611,1,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.93641699996078,91.93641699996078,91.93641699996078,91.93641699996078,91.93641699996078,91.93641699996078,91.93641699996078,91.93641699996078,91.93641699996078,91.93641699996078,2,n,0.929998500039801,92.88471009995556,,,,,,0,1,94.8981242000009,98.40976159996353,,,,,,,,,,,,93.90003359998809,93.90003359998809,93.90003359998809,93.90003359998809,93.90003359998809,,,,,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.40976159996353,98.40976159996353,return,1.893431100063026,,999,2023-09-30_01h14.57.865,cgeRDMtask,2022.2.4,60.0407676841375,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.32336589996703,,,,,,
