practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,riskyGain,riskyLoss,alternative,isi,iti,loc,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracTrialNum.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3]","[3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3, 3, 3.5, 3, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3]",15.546015800000532,17.54439520000051,return,0.7763421000017843,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h11.12.935,cgeRDMtask,2022.2.4,60.23983889419931,
,,,,,,,,,,,,,,,,18.342777699999715,20.339746699999523,v,0.4923019000016211,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h11.12.935,cgeRDMtask,2022.2.4,60.23983889419931,
,,,,,,,,,,,,,,,,,,,,20.866023999999015,20.866023999999015,20.866023999999015,20.866023999999015,20.866023999999015,20.866023999999015,20.866023999999015,20.866023999999015,20.866023999999015,20.866023999999015,20.866023999999015,n,0.8625975000013568,21.75440929999968,22.76956119999886,22.76956119999886,22.76956119999886,22.76956119999886,22.76956119999886,22.76956119999886,9.45,23.784558800000013,,,,,,
