riskyGain,riskyLoss,alternative,isi,iti,loc,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,riskyoption1,riskyoption2,safeoption,ischecktrial,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircleLeft.started,pracCircleRight.started,pracLineLeft.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVLeft.started,pracNRight.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,staticStartText.started,staticStartResp.started,staticStartResp.keys,staticStartResp.rt,CircleLeft.started,realCircleRight.started,realLineLeft.started,realORtext.started,realLossText.started,realGainText.started,realSafeText.started,realVLeft.started,realNRight.started,realChoiceResp.started,loc,realChoiceResp.keys,realChoiceResp.rt,isiFix.started,isiFix.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,19.33686669999952,21.33143850000124,return,0.6133001999987755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-26_16h02.21.434,CGTriskyDMtask,2022.2.1,60.105581464545416,
,,,,,,,,,,,,,,,,,,,,,,21.9637842000011,23.960842800002865,v,1.0323816000018269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-26_16h02.21.434,CGTriskyDMtask,2022.2.1,60.105581464545416,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,25.037063400002808,25.037063400002808,25.037063400002808,25.037063400002808,25.037063400002808,25.037063400002808,25.037063400002808,25.037063400002808,25.037063400002808,25.037063400002808,n,3.490506300000561,29.00329590000183,31.027596500000072,31.027596500000072,31.027596500000072,31.027596500000072,31.027596500000072,31.027596500000072,9.45,32.031981500000256,33.5713837000003,,,,,,,,,,,,,,,1,,,,,999,2023-09-26_16h02.21.434,CGTriskyDMtask,2022.2.1,60.105581464545416,
53.27,0,35.16,1,3,1,0,1,1,1,,,,,,,,,,,,,,,,,33.5713837000003,33.5713837000003,33.5713837000003,33.5713837000003,33.5713837000003,33.5713837000003,33.5713837000003,33.5713837000003,33.5713837000003,33.5713837000003,v,0.6120627999989665,37.54046430000017,38.565525800000614,38.565525800000614,38.565525800000614,38.565525800000614,38.565525800000614,38.565525800000614,53.27,39.5705549000013,45.98678680000012,,,,,,,,,,,,,,,1,,,,,999,2023-09-26_16h02.21.434,CGTriskyDMtask,2022.2.1,60.105581464545416,
8.27,0,1.15,1,2,2,0,2,2,2,,,,,,,,,,,,,,,,,45.98678680000012,45.98678680000012,45.98678680000012,45.98678680000012,45.98678680000012,45.98678680000012,45.98678680000012,45.98678680000012,45.98678680000012,45.98678680000012,n,0.4779638999971212,49.95505140000023,50.97512600000118,50.97512600000118,50.97512600000118,50.97512600000118,50.97512600000118,50.97512600000118,0,51.985236800002895,57.53835240000262,,,,,,,,,,,,,,,2,,,,,999,2023-09-26_16h02.21.434,CGTriskyDMtask,2022.2.1,60.105581464545416,
45.88,0,40.41,3,1,1,0,3,3,3,,,,,,,,,,,,,,,,,57.53835240000262,57.53835240000262,57.53835240000262,57.53835240000262,57.53835240000262,57.53835240000262,57.53835240000262,57.53835240000262,57.53835240000262,57.53835240000262,v,0.5496136999972805,61.50426259999949,64.51638900000034,64.51638900000034,64.51638900000034,64.51638900000034,64.51638900000034,64.51638900000034,45.88,65.53152340000088,70.00016010000036,,,,,,,,,,,,,,,1,,,,,999,2023-09-26_16h02.21.434,CGTriskyDMtask,2022.2.1,60.105581464545416,
21.56,0,11.96,1,1,2,0,4,4,4,,,,,,,,,,,,,,,,,70.00016010000036,70.00016010000036,70.00016010000036,70.00016010000036,70.00016010000036,70.00016010000036,70.00016010000036,70.00016010000036,70.00016010000036,70.00016010000036,n,0.6638516999992135,73.98507130000144,75.00368620000154,75.00368620000154,75.00368620000154,75.00368620000154,75.00368620000154,75.00368620000154,0,76.01561890000085,80.35923100000218,,,,,,,,,,,,,,,2,,,,,999,2023-09-26_16h02.21.434,CGTriskyDMtask,2022.2.1,60.105581464545416,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.35923100000218,80.35923100000218,v,1.1127639999976964,,,,,,,,,,,,,,,,999,2023-09-26_16h02.21.434,CGTriskyDMtask,2022.2.1,60.105581464545416,
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.51241289999962,81.51241289999962,81.51241289999962,81.51241289999962,81.51241289999962,81.51241289999962,81.51241289999962,81.51241289999962,81.51241289999962,81.51241289999962,1,v,2.280102099997748,85.48482660000082,,,,,,,
