riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,BestFit.thisRepN,BestFit.thisTrialN,BestFit.thisN,BestFit.thisIndex,initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircleLeft.started,pracCircleRight.started,pracLineLeft.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVLeft.started,pracNRight.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,staticStartText.started,staticStartResp.started,staticStartResp.keys,staticStartResp.rt,CircleLeft.started,realCircleRight.started,realLineLeft.started,realORtext.started,realLossText.started,realGainText.started,realSafeText.started,realVLeft.started,realNRight.started,realChoiceResp.started,loc,realChoiceResp.keys,realChoiceResp.rt,isiFix.started,isiFix.stopped,staticNoRespText.started,staticRiskOC.started,staticSafeOC.started,staticOCtext.started,staticHideRisk.started,outcomes,choices,itiFix.started,itiFix.stopped,dynamicChoiceSet.routineStartVal,setupBestFit.started,setupBestFit.stopped,dynamicChoiceSet.routineEndVal,bestRho.routineEndVal,bestMu.routineEndVal,dynamicStartText.started,dynamicStartResp.started,dynamicStartResp.keys,dynamicStartResp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,2,15.47,0.0,10.27,0,,,,,0,22,22,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9807193000015,297.9807193000015,297.9807193000015,297.9807193000015,297.9807193000015,297.9807193000015,297.9807193000015,297.9807193000015,297.9807193000015,297.9807193000015,2,n,0.5632522000014433,301.97442240000237,302.4739136999997,302.4739136999997,302.4739136999997,302.4739136999997,302.4739136999997,302.4739136999997,0.0,1,303.4887342000002,308.4317770999987,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,12.36,0.0,5.82,0,,,,,0,23,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.4317770999987,308.4317770999987,308.4317770999987,308.4317770999987,308.4317770999987,308.4317770999987,308.4317770999987,308.4317770999987,308.4317770999987,308.4317770999987,2,v,0.49613350000436185,312.4252866999959,312.9248337999961,312.9248337999961,312.9248337999961,312.9248337999961,312.9248337999961,312.9248337999961,5.82,0,313.93954120000126,318.44998849999683,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,0.0,0.0,7.55,1,,,,,0,24,24,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.44998849999683,318.44998849999683,318.44998849999683,318.44998849999683,318.44998849999683,318.44998849999683,318.44998849999683,318.44998849999683,318.44998849999683,318.44998849999683,1,v,0.4215230999980122,322.4434534999964,322.94309749999957,322.94309749999957,322.94309749999957,322.94309749999957,322.94309749999957,322.94309749999957,0.0,1,323.9578515999965,329.05080389999785,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,0.0,0.0,3.13,1,,,,,0,25,25,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.05080389999785,329.05080389999785,329.05080389999785,329.05080389999785,329.05080389999785,329.05080389999785,329.05080389999785,329.05080389999785,329.05080389999785,329.05080389999785,1,n,0.3967101000016555,333.0440873999978,333.5435414999956,333.5435414999956,333.5435414999956,333.5435414999956,333.5435414999956,333.5435414999956,3.13,0,334.55847379999614,339.1686821999974,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,21.32,0.0,7.34,0,,,,,0,26,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.1686821999974,339.1686821999974,339.1686821999974,339.1686821999974,339.1686821999974,339.1686821999974,339.1686821999974,339.1686821999974,339.1686821999974,339.1686821999974,1,v,0.48831500000233063,343.16237980000005,343.6618868000005,343.6618868000005,343.6618868000005,343.6618868000005,343.6618868000005,343.6618868000005,21.32,1,344.6766929000005,349.21005349999905,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,13.45,0.0,5.27,0,,,,,0,27,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.21005349999905,349.21005349999905,349.21005349999905,349.21005349999905,349.21005349999905,349.21005349999905,349.21005349999905,349.21005349999905,349.21005349999905,349.21005349999905,2,n,1.1163617000056547,353.1972328999982,353.69674549999763,353.69674549999763,353.69674549999763,353.69674549999763,353.69674549999763,353.69674549999763,0.0,1,354.7115305999978,359.10518310000043,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,11.84,0.0,6.08,0,,,,,0,28,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.10518310000043,359.10518310000043,359.10518310000043,359.10518310000043,359.10518310000043,359.10518310000043,359.10518310000043,359.10518310000043,359.10518310000043,359.10518310000043,2,None,,363.1154370000004,,363.6147933999964,363.6147933999964,363.6147933999964,363.6147933999964,363.6147933999964,nan,nan,364.61327639999945,368.5078674999968,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,6.79,0.0,9.92,1,,,,,0,29,29,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.5078674999968,368.5078674999968,368.5078674999968,368.5078674999968,368.5078674999968,368.5078674999968,368.5078674999968,368.5078674999968,368.5078674999968,368.5078674999968,2,v,0.9080722000071546,372.5014592000007,373.00090069999715,373.00090069999715,373.00090069999715,373.00090069999715,373.00090069999715,373.00090069999715,9.92,0,374.01563539999916,378.1099617,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,15.09,0.0,10.46,0,,,,,0,30,30,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.1099617,378.1099617,378.1099617,378.1099617,378.1099617,378.1099617,378.1099617,378.1099617,378.1099617,378.1099617,1,n,0.4334801000004518,382.10347139999794,382.6029918999993,382.6029918999993,382.6029918999993,382.6029918999993,382.6029918999993,382.6029918999993,10.46,0,383.6178742999982,388.1976768999957,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,25.2,0.0,5.4,0,,,,,0,31,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.1976768999957,388.1976768999957,388.1976768999957,388.1976768999957,388.1976768999957,388.1976768999957,388.1976768999957,388.1976768999957,388.1976768999957,388.1976768999957,1,v,0.5453909000061685,392.18826360000094,392.68788060000225,392.68788060000225,392.68788060000225,392.68788060000225,392.68788060000225,392.68788060000225,25.2,1,393.70267140000215,398.66264679999585,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,15.7,0.0,10.15,0,,,,,0,32,32,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.66264679999585,398.66264679999585,398.66264679999585,398.66264679999585,398.66264679999585,398.66264679999585,398.66264679999585,398.66264679999585,398.66264679999585,398.66264679999585,2,n,0.44040550000499934,402.65577479999774,403.15545949999796,403.15545949999796,403.15545949999796,403.15545949999796,403.15545949999796,403.15545949999796,0.0,1,404.17017620000115,408.7305529000005,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,19.28,0.0,8.36,0,,,,,0,33,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.7305529000005,408.7305529000005,408.7305529000005,408.7305529000005,408.7305529000005,408.7305529000005,408.7305529000005,408.7305529000005,408.7305529000005,408.7305529000005,1,v,0.504710300003353,412.7240509999974,413.2237365999972,413.2237365999972,413.2237365999972,413.2237365999972,413.2237365999972,413.2237365999972,0.0,1,414.23841659999744,418.7512817999959,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,16.0,0.0,4.0,0,,,,,0,34,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.7512817999959,418.7512817999959,418.7512817999959,418.7512817999959,418.7512817999959,418.7512817999959,418.7512817999959,418.7512817999959,418.7512817999959,418.7512817999959,1,n,0.45643720000225585,422.74226729999646,423.2417303999973,423.2417303999973,423.2417303999973,423.2417303999973,423.2417303999973,423.2417303999973,4.0,0,424.2565906999953,429.3162905999998,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,17.73,0.0,3.13,0,,,,,0,35,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.3162905999998,429.3162905999998,429.3162905999998,429.3162905999998,429.3162905999998,429.3162905999998,429.3162905999998,429.3162905999998,429.3162905999998,429.3162905999998,2,None,,433.3263034999982,,433.8255728000004,433.8255728000004,433.8255728000004,433.8255728000004,433.8255728000004,nan,nan,434.82395720000204,439.8835188000012,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,28.21,0.0,3.89,0,,,,,0,36,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.8835188000012,439.8835188000012,439.8835188000012,439.8835188000012,439.8835188000012,439.8835188000012,439.8835188000012,439.8835188000012,439.8835188000012,439.8835188000012,1,None,,443.8937150999991,,444.3930685000014,444.3930685000014,444.3930685000014,444.3930685000014,444.3930685000014,nan,nan,445.3915139000019,450.4518285000013,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,16.6,0.0,9.7,0,,,,,0,37,37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.4518285000013,450.4518285000013,450.4518285000013,450.4518285000013,450.4518285000013,450.4518285000013,450.4518285000013,450.4518285000013,450.4518285000013,450.4518285000013,1,None,,454.4610621999964,,454.96030520000204,454.96030520000204,454.96030520000204,454.96030520000204,454.96030520000204,nan,nan,455.95873030000075,461.0184938999955,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,13.04,0.0,5.48,0,,,,,0,38,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0184938999955,461.0184938999955,461.0184938999955,461.0184938999955,461.0184938999955,461.0184938999955,461.0184938999955,461.0184938999955,461.0184938999955,461.0184938999955,2,None,,465.0285517000011,,465.52773879999586,465.52773879999586,465.52773879999586,465.52773879999586,465.52773879999586,nan,nan,466.52620169999864,471.5856205999953,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,12.08,0.0,5.96,0,,,,,0,39,39,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.5856205999953,471.5856205999953,471.5856205999953,471.5856205999953,471.5856205999953,471.5856205999953,471.5856205999953,471.5856205999953,471.5856205999953,471.5856205999953,2,None,,475.59587289999763,,476.09518129999924,476.09518129999924,476.09518129999924,476.09518129999924,476.09518129999924,nan,nan,477.0936812,482.1530874000018,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,11.62,0.0,6.19,0,,,,,0,40,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.1530874000018,482.1530874000018,482.1530874000018,482.1530874000018,482.1530874000018,482.1530874000018,482.1530874000018,482.1530874000018,482.1530874000018,482.1530874000018,1,None,,486.16326979999576,,486.66262070000084,486.66262070000084,486.66262070000084,486.66262070000084,486.66262070000084,nan,nan,487.66103699999803,492.2059936000005,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,18.77,0.0,8.61,0,,,,,0,41,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.2059936000005,492.2059936000005,492.2059936000005,492.2059936000005,492.2059936000005,492.2059936000005,492.2059936000005,492.2059936000005,492.2059936000005,492.2059936000005,1,None,,496.2147097999987,,496.71411159999843,496.71411159999843,496.71411159999843,496.71411159999843,496.71411159999843,nan,nan,497.7125251999969,502.7719882999954,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,10.95,0.0,6.53,0,,,,,0,42,42,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.7719882999954,502.7719882999954,502.7719882999954,502.7719882999954,502.7719882999954,502.7719882999954,502.7719882999954,502.7719882999954,502.7719882999954,502.7719882999954,1,None,,506.78216729999986,,507.28142780000053,507.28142780000053,507.28142780000053,507.28142780000053,507.28142780000053,nan,nan,508.27990950000094,512.8241462000005,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,17.28,0.0,9.36,0,,,,,0,43,43,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.8241462000005,512.8241462000005,512.8241462000005,512.8241462000005,512.8241462000005,512.8241462000005,512.8241462000005,512.8241462000005,512.8241462000005,512.8241462000005,2,None,,516.8338201000006,,517.3330115999997,517.3330115999997,517.3330115999997,517.3330115999997,517.3330115999997,nan,nan,518.3313398999962,522.8759674999965,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,20.53,0.0,7.73,0,,,,,0,44,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.8759674999965,522.8759674999965,522.8759674999965,522.8759674999965,522.8759674999965,522.8759674999965,522.8759674999965,522.8759674999965,522.8759674999965,522.8759674999965,2,None,,526.8852198000022,,527.3845812,527.3845812,527.3845812,527.3845812,527.3845812,nan,nan,528.383035699997,533.4427833000009,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,2,10.24,0.0,6.88,0,,,,,0,45,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.4427833000009,533.4427833000009,533.4427833000009,533.4427833000009,533.4427833000009,533.4427833000009,533.4427833000009,533.4427833000009,533.4427833000009,533.4427833000009,2,None,,537.4525936999999,,537.9519244999974,537.9519244999974,537.9519244999974,537.9519244999974,537.9519244999974,nan,nan,538.9503390999962,544.0099807000006,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,13.1,7.73,4.68,1,,,,,0,46,46,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0099807000006,544.0099807000006,544.0099807000006,544.0099807000006,544.0099807000006,544.0099807000006,544.0099807000006,544.0099807000006,544.0099807000006,544.0099807000006,1,None,,548.020035900001,,548.5194358000008,548.5194358000008,548.5194358000008,548.5194358000008,548.5194358000008,nan,nan,549.5176343999992,554.0700540999969,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,15.27,0.0,10.37,0,,,,,0,47,47,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0700540999969,554.0700540999969,554.0700540999969,554.0700540999969,554.0700540999969,554.0700540999969,554.0700540999969,554.0700540999969,554.0700540999969,554.0700540999969,1,None,,558.0716208000013,,558.5708717000016,558.5708717000016,558.5708717000016,558.5708717000016,558.5708717000016,nan,nan,559.5692108000003,564.6288022000008,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,10.35,0.0,0.0,1,,,,,0,48,48,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.6288022000008,564.6288022000008,564.6288022000008,564.6288022000008,564.6288022000008,564.6288022000008,564.6288022000008,564.6288022000008,564.6288022000008,564.6288022000008,1,None,,568.639044399999,,569.1382422000024,569.1382422000024,569.1382422000024,569.1382422000024,569.1382422000024,nan,nan,570.1366748,574.6807217999958,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,1,10.39,0.0,6.81,0,,,,,0,49,49,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.6807217999958,574.6807217999958,574.6807217999958,574.6807217999958,574.6807217999958,574.6807217999958,574.6807217999958,574.6807217999958,574.6807217999958,574.6807217999958,1,None,,578.6904112999982,,579.189749899997,579.189749899997,579.189749899997,579.189749899997,579.189749899997,nan,nan,580.1882736999978,586.3312313999995,,,,,,,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../cgt_gamblingSpanTasks/bespoke_choicesets/bespoke_choiceset_rhoInd200_muInd001.csv,586.3312313999995,590.3397112999955,../cgt_gamblingSpanTasks/bespoke_choicesets/bespoke_choiceset_rhoInd200_muInd001.csv,200,1,,,,,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.3397112999955,590.3397112999955,v,7.066724800009979,999,2023-09-26_22h34.59.321,CGTriskyDMtask,2022.2.1,60.10019905044512,
