initITIstatic,initITIdynamic,CGErdmStartText.started,participant,date,expName,psychopyVersion,frameRate,
"[1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1, 1, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1]","[1.5, 1.5, 1, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1, 1, 1, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1, 1, 1.5, 1.5, 1.5]",15.97987949999515,,,,,,
