riskyGain,riskyLoss,alternative,isi,iti,loc,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,staticStartText.started,staticStartResp.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[1, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5]","[1.5, 1, 1.5, 1, 1, 1, 1, 1.5, 1, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1, 1, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1.5]",19.169585099996766,21.17557829999714,return,0.07249829999636859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29_04h03.49.413,cgeRDMtask,2022.2.1,60.10330556807047,
,,,,,,,,,,,,,,,,21.27528619999066,23.27181939998991,v,0.2770038000016939,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29_04h03.49.413,cgeRDMtask,2022.2.1,60.10330556807047,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,,,23.583516499988036,23.583516499988036,23.583516499988036,23.583516499988036,23.583516499988036,23.583516499988036,23.583516499988036,23.583516499988036,23.583516499988036,23.583516499988036,n,1.8003116000036243,27.56573619999108,29.579471599980025,29.579471599980025,29.579471599980025,29.579471599980025,29.579471599980025,29.579471599980025,9.45,30.59446679998655,33.806466299982276,,,,2023-09-29_04h03.49.413,cgeRDMtask,2022.2.1,60.10330556807047,
53.27,0,35.16,1,3,1,0,1,1,1,,,,,,,,,,,33.806466299982276,33.806466299982276,33.806466299982276,33.806466299982276,33.806466299982276,33.806466299982276,33.806466299982276,33.806466299982276,33.806466299982276,33.806466299982276,v,2.388676500006113,37.80026089999592,38.81580209999811,38.81580209999811,38.81580209999811,38.81580209999811,38.81580209999811,38.81580209999811,53.27,39.83051979998709,44.45699999999488,,,,2023-09-29_04h03.49.413,cgeRDMtask,2022.2.1,60.10330556807047,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.45699999999488,44.45699999999488,,,,,,
