riskyGain,riskyLoss,alternative,isi,iti,loc,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracTrialNum.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[3.5, 3, 3.5, 3, 3, 3, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3, 3.5, 3]","[3.5, 3, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3]",15.396725599999627,17.38983080000071,return,0.0934077999991132,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h08.24.056,cgeRDMtask,2022.2.4,60.08885940555371,
,,,,,,,,,,,,,,,,17.505855000001247,19.502844200000254,v,0.19681750000017928,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h08.24.056,cgeRDMtask,2022.2.4,60.08885940555371,
18.23,0,9.45,1,3,1,0,0,0,0,,,,,,,,,,,19.730066699999952,19.730066699999952,19.730066699999952,19.730066699999952,19.730066699999952,19.730066699999952,19.730066699999952,19.730066699999952,19.730066699999952,19.730066699999952,19.730066699999952,n,1.6419763999983843,21.399994600000355,22.41529740000078,22.41529740000078,22.41529740000078,22.41529740000078,22.41529740000078,22.41529740000078,9.45,23.430209100000866,26.44262770000023,999,2023-09-30_16h08.24.056,cgeRDMtask,2022.2.4,60.08885940555371,
53.27,0,35.16,1,3.5,1,0,1,1,1,,,,,,,,,,,26.44262770000023,26.44262770000023,26.44262770000023,26.44262770000023,26.44262770000023,26.44262770000023,26.44262770000023,26.44262770000023,26.44262770000023,26.44262770000023,26.44262770000023,v,1.6252000000004045,28.08986999999979,29.105379800001174,29.105379800001174,29.105379800001174,29.105379800001174,29.105379800001174,29.105379800001174,53.27,30.12007100000119,33.63179870000022,999,2023-09-30_16h08.24.056,cgeRDMtask,2022.2.4,60.08885940555371,
,,,,,,,,,,,,,,,,,,,,33.63179870000022,33.63179870000022,33.63179870000022,33.63179870000022,33.63179870000022,33.63179870000022,33.63179870000022,33.63179870000022,33.63179870000022,33.63179870000022,33.63179870000022,,,,,,,,,,,,,,,,,,
