riskyGain,riskyLoss,alternative,isi,iti,loc,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracTrialNum.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3, 3, 3.5]","[3, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3, 3, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3]",14.100244000001112,16.093135400000392,return,0.04959640000015497,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h01.42.808,cgeRDMtask,2022.2.4,60.10959180823519,
,,,,,,,,,,,,,,,,16.159688800000367,18.156677999999374,v,1.1212699000006978,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_16h01.42.808,cgeRDMtask,2022.2.4,60.10959180823519,
18.23,0,9.45,1,3,1,0,0,0,0,,,,,,,,,,,19.315744200001063,19.315744200001063,19.315744200001063,19.315744200001063,19.315744200001063,19.315744200001063,19.315744200001063,19.315744200001063,19.315744200001063,19.315744200001063,19.315744200001063,v,1.626787700000932,20.96901430000071,21.984393900000214,21.984393900000214,21.984393900000214,21.984393900000214,21.984393900000214,21.984393900000214,0,22.999284999999873,26.011612300000706,999,2023-09-30_16h01.42.808,cgeRDMtask,2022.2.4,60.10959180823519,
,,,,,,,,,,,,,,,,,,,,26.011612300000706,26.011612300000706,26.011612300000706,26.011612300000706,26.011612300000706,26.011612300000706,26.011612300000706,26.011612300000706,26.011612300000706,26.011612300000706,26.011612300000706,,,,,,,,,,,,,,,,,,
