riskyGain,riskyLoss,alternative,isi,iti,loc,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircleLeft.started,pracCircleRight.started,pracLineLeft.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVLeft.started,pracNRight.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,staticStartText.started,staticStartResp.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1, 1, 1.5, 1, 1, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1]","[1, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1, 1, 1, 1, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1, 1, 1, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5]",18.825865299993893,20.81932029998279,return,0.5955665000074077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_23h30.02.942,cgeRDMtask,2022.2.1,60.08669307636836,
,,,,,,,,,,,,,,,,21.43466699999408,23.431705299997702,v,0.37245090000214987,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_23h30.02.942,cgeRDMtask,2022.2.1,60.08669307636836,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,,,23.844822099985322,23.844822099985322,23.844822099985322,23.844822099985322,23.844822099985322,23.844822099985322,23.844822099985322,23.844822099985322,23.844822099985322,23.844822099985322,v,1.0517418000090402,27.825329699990107,29.83890609999071,29.83890609999071,29.83890609999071,29.83890609999071,29.83890609999071,29.83890609999071,18.23,30.85379729999113,34.814733899984276,,,999,2023-09-28_23h30.02.942,cgeRDMtask,2022.2.1,60.08669307636836,
53.27,0,35.16,1,3,1,0,1,1,1,,,,,,,,,,,34.814733899984276,34.814733899984276,34.814733899984276,34.814733899984276,34.814733899984276,34.814733899984276,34.814733899984276,34.814733899984276,34.814733899984276,34.814733899984276,v,1.098918700008653,38.80844870000146,39.82389020000119,39.82389020000119,39.82389020000119,39.82389020000119,39.82389020000119,39.82389020000119,53.27,40.83870609998121,46.746546399983345,,,999,2023-09-28_23h30.02.942,cgeRDMtask,2022.2.1,60.08669307636836,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.746546399983345,46.746546399983345,,,,,,
