riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,staticRDM.thisRepN,staticRDM.thisTrialN,staticRDM.thisN,staticRDM.thisIndex,Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,circleLeft.started,circleRight.started,lineLeft.started,orText.started,lossTxt.started,gainTxt.started,safeTxt.started,vLeft.started,nRight.started,choice1.started,choice1.keys,choice1.rt,isiText.started,isiText.stopped,noRespTxt.started,ocGamble.started,ocSafe.started,outcomeText.started,hideGamble.started,outcome,itiText.started,itiText.stopped,postPracText.started,postPractResp.started,postPractResp.keys,postPractResp.rt,circleLeftReal.started,circleRightReal.started,lineLeftReal.started,orTextReal.started,lossTxtReal.started,gainTxtReal.started,safeTxtReal.started,vLeftReal.started,nRightReal.started,realChoice.started,loc,realChoice.keys,isiTextReal.started,noRespTxtReal.started,ocGambleReal.started,ocSafeReal.started,outcomeTextReal.started,hideGambleReal.started,outcomes,choices,itiTextReal.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,18.803504699957557,20.80226849997416,return,39.90135560010094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h48.39.147,CGTriskyDMtask,2022.2.4,181.4279467299499,
,,,,,,,,,,,,,,,,,,,,,,60.73502170003485,62.73698599997442,v,14.531203599995933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h48.39.147,CGTriskyDMtask,2022.2.4,181.4279467299499,
18.23,0,9.45,2,1,1,,,,,0,0,0,0,,,,,,,,,,,,,77.31971830001567,77.31971830001567,77.31971830001567,77.31971830001567,77.31971830001567,77.31971830001567,77.31971830001567,79.2981072999537,79.2981072999537,79.2981072999537,v,1.3643990999553353,80.6837878000224,82.69834340002853,82.69834340002853,82.69834340002853,82.69834340002853,82.69834340002853,82.69834340002853,18.23,83.71378620003816,84.76306110003497,,,,,,,,,,,,,,,1,,,,,,,,,,,,001,2023-04-20_14h48.39.147,CGTriskyDMtask,2022.2.4,181.4279467299499,
53.27,0,35.16,1,3,1,,,,,0,1,1,1,,,,,,,,,,,,,84.76306110003497,84.76306110003497,84.76306110003497,84.76306110003497,84.76306110003497,84.76306110003497,84.76306110003497,86.73330279998481,86.73330279998481,86.73330279998481,v,0.6904758000746369,87.45388229994569,88.46773989999201,88.46773989999201,88.46773989999201,88.46773989999201,88.46773989999201,88.46773989999201,0,89.48331259994302,92.52350290003233,,,,,,,,,,,,,,,1,,,,,,,,,,,,001,2023-04-20_14h48.39.147,CGTriskyDMtask,2022.2.4,181.4279467299499,
8.27,0,1.15,1,2,2,,,,,0,2,2,2,,,,,,,,,,,,,92.52350290003233,92.52350290003233,92.52350290003233,92.52350290003233,92.52350290003233,92.52350290003233,92.52350290003233,94.50427579996176,94.50427579996176,94.50427579996176,None,,96.50387020001654,97.53022680000868,97.53022680000868,97.53022680000868,97.53022680000868,97.53022680000868,97.53022680000868,nan,98.53775030001998,100.56026339996606,,,,,,,,,,,,,,,2,,,,,,,,,,,,001,2023-04-20_14h48.39.147,CGTriskyDMtask,2022.2.4,181.4279467299499,
45.88,0,40.41,3,1,1,,,,,0,3,3,3,,,,,,,,,,,,,100.56026339996606,100.56026339996606,100.56026339996606,100.56026339996606,100.56026339996606,100.56026339996606,100.56026339996606,102.55793460004497,102.55793460004497,102.55793460004497,None,,104.57390069996472,107.59587059996556,107.59587059996556,107.59587059996556,107.59587059996556,107.59587059996556,107.59587059996556,nan,108.60933609993663,109.6264106000308,,,,,,,,,,,,,,,1,,,,,,,,,,,,001,2023-04-20_14h48.39.147,CGTriskyDMtask,2022.2.4,181.4279467299499,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6264106000308,109.6264106000308,v,5.435342899989337,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h48.39.147,CGTriskyDMtask,2022.2.4,181.4279467299499,
,,,,,1,20.03,0.0,1.99,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.10186990001239,115.10186990001239,115.10186990001239,115.10186990001239,115.10186990001239,115.10186990001239,115.10186990001239,117.07893309998326,117.07893309998326,117.07893309998326,1,None,119.09667550004087,119.60864590003621,119.60864590003621,119.60864590003621,119.60864590003621,119.60864590003621,nan,nan,120.58175839995965,,001,2023-04-20_14h48.39.147,CGTriskyDMtask,2022.2.4,181.4279467299499,
,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6016854000045,121.6016854000045,121.6016854000045,121.6016854000045,121.6016854000045,121.6016854000045,121.6016854000045,123.58412729995325,123.58412729995325,123.58412729995325,2,None,125.58427829993889,,,,,,,,,,,,,,,
