riskyGain,riskyLoss,alternative,isi,iti,loc,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,circleLeft.started,circleRight.started,lineLeft.started,orText.started,lossTxt.started,gainTxt.started,safeTxt.started,vLeft.started,nRight.started,choice1.started,choice1.keys,choice1.rt,isiText.started,isiText.stopped,noRespTxt.started,ocGamble.started,ocSafe.started,outcomeText.started,hideGamble.started,outcome,itiText.started,itiText.stopped,postPracText.started,postPractResp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,20.027925899950787,22.0239309000317,return,88.6372683000518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h32.12.948,CGTriskyDMtask,2022.2.4,182.48641378304248,
,,,,,,,,,,,,,,110.69016829994507,112.69220399996266,v,1.81633420009166,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h32.12.948,CGTriskyDMtask,2022.2.4,182.48641378304248,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,114.58055890002288,114.58055890002288,114.58055890002288,114.58055890002288,114.58055890002288,114.58055890002288,114.58055890002288,116.53274609998334,116.53274609998334,116.53274609998334,v,0.8587957000127062,117.41432430001441,119.44084159994964,119.44084159994964,119.44084159994964,119.44084159994964,119.44084159994964,119.44084159994964,0,120.44641480001155,121.49237029999495,,,,001,2023-04-20_14h32.12.948,CGTriskyDMtask,2022.2.4,182.48641378304248,
53.27,0,35.16,1,3,1,0,1,1,1,,,,,,,,,121.49237029999495,121.49237029999495,121.49237029999495,121.49237029999495,121.49237029999495,121.49237029999495,121.49237029999495,123.46522669994738,123.46522669994738,123.46522669994738,v,0.7955646000336856,124.27969280001707,125.30158780002967,125.30158780002967,125.30158780002967,125.30158780002967,125.30158780002967,125.30158780002967,0,126.31566259998363,129.3521722999867,,,,001,2023-04-20_14h32.12.948,CGTriskyDMtask,2022.2.4,182.48641378304248,
8.27,0,1.15,1,2,2,0,2,2,2,,,,,,,,,129.3521722999867,129.3521722999867,129.3521722999867,129.3521722999867,129.3521722999867,129.3521722999867,129.3521722999867,131.33556849998422,131.33556849998422,131.33556849998422,n,1.7365657999180257,133.10384130000602,134.12393670005258,134.12393670005258,134.12393670005258,134.12393670005258,134.12393670005258,134.12393670005258,0,135.1365340000484,137.1753678000532,,,,001,2023-04-20_14h32.12.948,CGTriskyDMtask,2022.2.4,182.48641378304248,
45.88,0,40.41,3,1,1,0,3,3,3,,,,,,,,,137.1753678000532,137.1753678000532,137.1753678000532,137.1753678000532,137.1753678000532,137.1753678000532,137.1753678000532,139.15652870002668,139.15652870002668,139.15652870002668,n,1.0707417000085115,140.25419300002977,143.28565269999672,143.28565269999672,143.28565269999672,143.28565269999672,143.28565269999672,143.28565269999672,40.41,144.29078599996865,145.30746329994872,,,,001,2023-04-20_14h32.12.948,CGTriskyDMtask,2022.2.4,182.48641378304248,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.30746329994872,145.30746329994872,,,,,,,
