Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,participant,session,date,expName,psychopyVersion,frameRate,
14.899361999996472,16.891762399987783,return,22.408836300004623,,,,001,2023-04-24_18h41.50.819,CGTriskyDMtask,2022.2.4,60.1109287092671,
,,,,39.32417779999378,41.32160949999525,,,,,,,
