riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,BestFit.thisRepN,BestFit.thisTrialN,BestFit.thisN,BestFit.thisIndex,dynamicTrials.thisRepN,dynamicTrials.thisTrialN,dynamicTrials.thisN,dynamicTrials.thisIndex,choiceP,easy0difficult1,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,statStartTxt.started,statStartResp.started,statStartResp.keys,statStartResp.rt,realCircLeft.started,realCircRight.started,realRiskLine.started,realORtxt.started,realLossTxt.started,realGainTxt.started,realSafeTxt.started,realVleft.started,realNright.started,realChoiceResp.started,loc,realChoiceResp.keys,realChoiceResp.rt,isiRealFix.started,statNoRespTxt.started,statRiskOC.started,statSafeOC.started,statOCtxt.started,statHideRisk.started,outcomes,choices,itiRealFix.started,itiRealFix.stopped,isiRealFix.stopped,dynamicChoiceSet.routineStartVal,setupBestFitTxt.started,setupBestFitTxt.stopped,dynamicChoiceSet.routineEndVal,bestRho.routineEndVal,bestMu.routineEndVal,loadDynaChoicesTxt.started,dynaStartTxt.started,dynaStartResp.started,dynaStartResp.keys,dynaStartResp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,2,19.28,0.0,8.36,0,,,,,0,28,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.25624739999876,331.25624739999876,331.25624739999876,331.25624739999876,331.25624739999876,331.25624739999876,331.25624739999876,331.25624739999876,331.25624739999876,331.25624739999876,2,v,0.3674830000018119,331.6553834999995,332.6740983999989,332.6740983999989,332.6740983999989,332.6740983999989,332.6740983999989,8.36,0,333.66914759999963,337.18873469999926,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,11.43,0.0,6.29,0,,,,,0,29,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.18873469999926,337.18873469999926,337.18873469999926,337.18873469999926,337.18873469999926,337.18873469999926,337.18873469999926,337.18873469999926,337.18873469999926,337.18873469999926,1,n,0.34790310000062163,337.56355729999996,338.5802068999983,338.5802068999983,338.5802068999983,338.5802068999983,338.5802068999983,6.29,0,339.5768614999997,343.10951749999913,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,13.1,7.73,4.68,1,,,,,0,30,30,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.10951749999913,343.10951749999913,343.10951749999913,343.10951749999913,343.10951749999913,343.10951749999913,343.10951749999913,343.10951749999913,343.10951749999913,343.10951749999913,1,v,0.4026268000015989,343.53795139999966,344.556025599999,344.556025599999,344.556025599999,344.556025599999,344.556025599999,7.73,1,345.55136989999846,348.5726397999988,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,15.7,0.0,10.15,0,,,,,0,31,31,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.5726397999988,348.5726397999988,348.5726397999988,348.5726397999988,348.5726397999988,348.5726397999988,348.5726397999988,348.5726397999988,348.5726397999988,348.5726397999988,2,n,0.4838760000002367,349.0793754999995,350.0956441999988,350.0956441999988,350.0956441999988,350.0956441999988,350.0956441999988,15.7,1,351.0931998999986,354.61043729999983,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,17.73,0.0,3.13,0,,,,,0,32,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.61043729999983,354.61043729999983,354.61043729999983,354.61043729999983,354.61043729999983,354.61043729999983,354.61043729999983,354.61043729999983,354.61043729999983,354.61043729999983,1,v,0.4945934000006673,355.1367459999983,356.1577357999995,356.1577357999995,356.1577357999995,356.1577357999995,356.1577357999995,17.73,1,357.1506362,360.1745627,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,14.72,0.0,4.64,0,,,,,0,33,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1745627,360.1745627,360.1745627,360.1745627,360.1745627,360.1745627,360.1745627,360.1745627,360.1745627,360.1745627,1,n,0.5542124000003241,360.7450648999984,361.76162999999906,361.76162999999906,361.76162999999906,361.76162999999906,361.76162999999906,4.64,0,362.7588573999983,365.79171119999955,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,15.27,0.0,10.37,0,,,,,0,34,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.79171119999955,365.79171119999955,365.79171119999955,365.79171119999955,365.79171119999955,365.79171119999955,365.79171119999955,365.79171119999955,365.79171119999955,365.79171119999955,2,v,0.41619250000076136,366.2369076999985,367.25726009999926,367.25726009999926,367.25726009999926,367.25726009999926,367.25726009999926,10.37,0,368.25072369999907,371.2880028999989,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,16.6,0.0,9.7,0,,,,,0,35,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.2880028999989,371.2880028999989,371.2880028999989,371.2880028999989,371.2880028999989,371.2880028999989,371.2880028999989,371.2880028999989,371.2880028999989,371.2880028999989,1,n,0.48923650000142516,371.7953779999989,372.8160547999996,372.8160547999996,372.8160547999996,372.8160547999996,372.8160547999996,9.7,0,373.8087515999996,376.8233215,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,13.04,0.0,5.48,0,,,,,0,36,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.8233215,376.8233215,376.8233215,376.8233215,376.8233215,376.8233215,376.8233215,376.8233215,376.8233215,376.8233215,2,v,0.3848801000003732,377.2370463999996,378.2586130999989,378.2586130999989,378.2586130999989,378.2586130999989,378.2586130999989,5.48,0,379.25059059999876,382.7727240999993,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,17.94,0.0,9.03,0,,,,,0,37,37,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.7727240999993,382.7727240999993,382.7727240999993,382.7727240999993,382.7727240999993,382.7727240999993,382.7727240999993,382.7727240999993,382.7727240999993,382.7727240999993,2,n,0.3641090000000986,383.1614821999992,384.18122009999934,384.18122009999934,384.18122009999934,384.18122009999934,384.18122009999934,0.0,1,385.1749525999985,388.1948934999982,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,12.08,0.0,5.96,0,,,,,0,38,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.1948934999982,388.1948934999982,388.1948934999982,388.1948934999982,388.1948934999982,388.1948934999982,388.1948934999982,388.1948934999982,388.1948934999982,388.1948934999982,1,v,0.3411586999991414,388.5528319999994,389.5729907999994,389.5729907999994,389.5729907999994,389.5729907999994,389.5729907999994,12.08,1,390.56696419999935,394.0887024999993,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,11.62,0.0,6.19,0,,,,,0,39,39,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0887024999993,394.0887024999993,394.0887024999993,394.0887024999993,394.0887024999993,394.0887024999993,394.0887024999993,394.0887024999993,394.0887024999993,394.0887024999993,2,n,0.5271888000006584,394.6441337999986,395.6622228999986,395.6622228999986,395.6622228999986,395.6622228999986,395.6622228999986,0.0,1,396.6576613999987,399.67675749999944,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,17.59,0.0,9.2,0,,,,,0,40,40,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.67675749999944,399.67675749999944,399.67675749999944,399.67675749999944,399.67675749999944,399.67675749999944,399.67675749999944,399.67675749999944,399.67675749999944,399.67675749999944,1,v,0.347806000001583,400.07611219999853,401.0865133999996,401.0865133999996,401.0865133999996,401.0865133999996,401.0865133999996,17.59,1,402.09940669999924,405.6290721999994,401.0865133999996,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,10.35,0.0,0.0,1,,,,,0,41,41,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.6290721999994,405.6290721999994,405.6290721999994,405.6290721999994,405.6290721999994,405.6290721999994,405.6290721999994,405.6290721999994,405.6290721999994,405.6290721999994,1,n,0.5632829000005586,406.20995779999976,407.2279652999987,407.2279652999987,407.2279652999987,407.2279652999987,407.2279652999987,0.0,0,408.2238164999999,411.74650309999925,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,10.73,0.0,6.63,0,,,,,0,42,42,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.74650309999925,411.74650309999925,411.74650309999925,411.74650309999925,411.74650309999925,411.74650309999925,411.74650309999925,411.74650309999925,411.74650309999925,411.74650309999925,1,v,0.4546394999997574,412.21784769999977,413.23742179999863,413.23742179999863,413.23742179999863,413.23742179999863,413.23742179999863,10.73,1,414.2311508999992,417.76686459999837,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,16.26,0.0,9.87,0,,,,,0,43,43,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.76686459999837,417.76686459999837,417.76686459999837,417.76686459999837,417.76686459999837,417.76686459999837,417.76686459999837,417.76686459999837,417.76686459999837,417.76686459999837,2,n,0.4336964000012813,418.224862699999,419.24483619999955,419.24483619999955,419.24483619999955,419.24483619999955,419.24483619999955,0.0,1,420.2388906999986,423.2712827999985,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,12.36,0.0,5.82,0,,,,,0,44,44,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.2712827999985,423.2712827999985,423.2712827999985,423.2712827999985,423.2712827999985,423.2712827999985,423.2712827999985,423.2712827999985,423.2712827999985,423.2712827999985,1,v,0.32054190000053495,423.6172386999988,424.6437500999982,424.6437500999982,424.6437500999982,424.6437500999982,424.6437500999982,12.36,1,425.6306181,428.66187219999847,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,0.0,0.0,10.25,1,,,,,0,45,45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.66187219999847,428.66187219999847,428.66187219999847,428.66187219999847,428.66187219999847,428.66187219999847,428.66187219999847,428.66187219999847,428.66187219999847,428.66187219999847,2,n,0.3540526000015234,429.04225939999924,430.06008159999874,430.06008159999874,430.06008159999874,430.06008159999874,430.06008159999874,0.0,1,431.05591039999854,434.59184319999986,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,15.09,0.0,10.46,0,,,,,0,46,46,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.59184319999986,434.59184319999986,434.59184319999986,434.59184319999986,434.59184319999986,434.59184319999986,434.59184319999986,434.59184319999986,434.59184319999986,434.59184319999986,1,v,0.48001040000053763,435.0998058999994,436.121586199999,436.121586199999,436.121586199999,436.121586199999,436.121586199999,15.09,1,437.1133065999984,440.64459969999916,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,1,19.86,0.0,8.07,0,,,,,0,47,47,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.64459969999916,440.64459969999916,440.64459969999916,440.64459969999916,440.64459969999916,440.64459969999916,440.64459969999916,440.64459969999916,440.64459969999916,440.64459969999916,1,n,1.244092200000523,441.9060912999994,442.92534179999893,442.92534179999893,442.92534179999893,442.92534179999893,442.92534179999893,8.07,0,443.9197629999999,447.44148359999963,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,18.33,0.0,8.84,0,,,,,0,48,48,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.44148359999963,447.44148359999963,447.44148359999963,447.44148359999963,447.44148359999963,447.44148359999963,447.44148359999963,447.44148359999963,447.44148359999963,447.44148359999963,2,v,0.6147998000014923,448.08029599999827,449.09516619999886,449.09516619999886,449.09516619999886,449.09516619999886,449.09516619999886,8.84,0,450.0935170999983,453.1059067999995,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,2,15.96,0.0,10.02,0,,,,,0,49,49,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.1059067999995,453.1059067999995,453.1059067999995,453.1059067999995,453.1059067999995,453.1059067999995,453.1059067999995,453.1059067999995,453.1059067999995,453.1059067999995,2,n,0.7671033999995416,453.9043222,454.9282027999998,454.9282027999998,454.9282027999998,454.9282027999998,454.9282027999998,0.0,1,455.91810819999955,462.389776,,,,,,,,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../CGE/bespoke_choicesets/bespoke_choiceset_rhoInd200_muInd001.csv,462.389776,466.4026124999982,../CGE/bespoke_choicesets/bespoke_choiceset_rhoInd200_muInd001.csv,200,1,,,,,,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.4026124999982,468.41606279999905,468.41606279999905,v,2.2890133000018977,999,2023-09-30_15h24.48.170,cgeRDMtask,2022.2.4,60.09120643287031,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.8120405999998,470.8120405999998,470.8120405999998,470.8120405999998,470.8120405999998,470.8120405999998,470.8120405999998,470.8120405999998,470.8120405999998,470.8120405999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
