riskyGain,riskyLoss,alternative,isi,iti,loc,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracTrialNum.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3]","[3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3.5, 3, 3, 3, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3, 3, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3, 3, 3.5]",13.664313500001299,15.662990400000126,return,0.12750229999983276,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_15h59.57.368,cgeRDMtask,2022.2.4,60.04541835404709,
,,,,,,,,,,,,,,,,15.812677800000529,17.809708500000852,v,0.6680003999972541,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_15h59.57.368,cgeRDMtask,2022.2.4,60.04541835404709,
18.23,0,9.45,1,3,1,0,0,0,0,,,,,,,,,,,18.520421799999895,18.520421799999895,18.520421799999895,18.520421799999895,18.520421799999895,18.520421799999895,18.520421799999895,18.520421799999895,18.520421799999895,18.520421799999895,18.520421799999895,n,2.405687799999214,20.954917099999875,21.970182300001397,21.970182300001397,21.970182300001397,21.970182300001397,21.970182300001397,21.970182300001397,9.45,22.985177399999884,25.997606599999926,999,2023-09-30_15h59.57.368,cgeRDMtask,2022.2.4,60.04541835404709,
53.27,0,35.16,1,3.5,1,0,1,1,1,,,,,,,,,,,25.997606599999926,25.997606599999926,25.997606599999926,25.997606599999926,25.997606599999926,25.997606599999926,25.997606599999926,25.997606599999926,25.997606599999926,25.997606599999926,25.997606599999926,v,0.49684269999852404,26.513123800001267,27.52855559999989,27.52855559999989,27.52855559999989,27.52855559999989,27.52855559999989,27.52855559999989,0,28.543460900000355,32.05512720000115,999,2023-09-30_15h59.57.368,cgeRDMtask,2022.2.4,60.04541835404709,
,,,,,,,,,,,,,,,,,,,,32.05512720000115,32.05512720000115,32.05512720000115,32.05512720000115,32.05512720000115,32.05512720000115,32.05512720000115,32.05512720000115,32.05512720000115,32.05512720000115,32.05512720000115,,,,,,,,,,,,,,,,,,
