riskyGain,riskyLoss,alternative,isi,iti,loc,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVleft.started,pracNright.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,staticStartText.started,staticStartResp.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1, 1]","[1, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1, 1, 1, 1, 1.5, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1.5]",17.316688000020804,19.3179347999976,return,0.45992130000377074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-29_02h09.19.437,cgeRDMtask,2022.2.1,60.10048801149261,
,,,,,,,,,,,,,,,,19.800279799994314,21.797555299999658,v,0.7128366000251845,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-29_02h09.19.437,cgeRDMtask,2022.2.1,60.10048801149261,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,,,22.54167510001571,22.54167510001571,22.54167510001571,22.54167510001571,22.54167510001571,22.54167510001571,22.54167510001571,22.54167510001571,22.54167510001571,22.54167510001571,v,1.2439616000046954,26.523435600014636,28.537297900009435,28.537297900009435,28.537297900009435,28.537297900009435,28.537297900009435,28.537297900009435,18.23,29.552235100010876,33.31335450001643,,,999,2023-09-29_02h09.19.437,cgeRDMtask,2022.2.1,60.10048801149261,
53.27,0,35.16,1,3,1,0,1,1,1,,,,,,,,,,,33.31335450001643,33.31335450001643,33.31335450001643,33.31335450001643,33.31335450001643,33.31335450001643,33.31335450001643,33.31335450001643,33.31335450001643,33.31335450001643,v,1.4540718999924138,37.30717340001138,38.322575800004415,38.322575800004415,38.322575800004415,38.322575800004415,38.322575800004415,38.322575800004415,0,39.337392999994336,44.895959100016626,,,999,2023-09-29_02h09.19.437,cgeRDMtask,2022.2.1,60.10048801149261,
8.27,0,1.15,1,2,2,0,2,2,2,,,,,,,,,,,44.895959100016626,44.895959100016626,44.895959100016626,44.895959100016626,44.895959100016626,44.895959100016626,44.895959100016626,44.895959100016626,44.895959100016626,44.895959100016626,n,0.531244699988747,48.88972619999549,49.9050300999952,49.9050300999952,49.9050300999952,49.9050300999952,49.9050300999952,49.9050300999952,0,50.91996860000654,56.39533980001579,,,999,2023-09-29_02h09.19.437,cgeRDMtask,2022.2.1,60.10048801149261,
45.88,0,40.41,3,1,1,0,3,3,3,,,,,,,,,,,56.39533980001579,56.39533980001579,56.39533980001579,56.39533980001579,56.39533980001579,56.39533980001579,56.39533980001579,56.39533980001579,56.39533980001579,56.39533980001579,v,1.9592681000067387,60.38891949999379,63.40132810000796,63.40132810000796,63.40132810000796,63.40132810000796,63.40132810000796,63.40132810000796,0,64.4162164000154,67.46175620000577,,,999,2023-09-29_02h09.19.437,cgeRDMtask,2022.2.1,60.10048801149261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.46175620000577,67.46175620000577,,,,,,
