initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,participant,date,expName,psychopyVersion,frameRate,
"[1.5, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1]","[1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1, 1, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5]",20.200208400026895,22.1976056000276,,,,,,
