riskyGain,riskyLoss,alternative,isi,iti,loc,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,circleLeft.started,circleRight.started,lineLeft.started,orText.started,lossTxt.started,gainTxt.started,safeTxt.started,vLeft.started,nRight.started,choice1.started,choice1.keys,isiText.started,isiText.stopped,noRespTxt.started,ocGamble.started,ocSafe.started,outcomeText.started,hideGamble.started,outcome,itiText.started,itiText.stopped,postPracText.started,postPractResp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.745086599999922,16.750444400007837,return,2.24145079999289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-24_18h36.00.367,CGTriskyDMtask,2022.2.4,60.05749904869163,
,,,,,,,,,,,,,,19.01371939999808,21.010741699996288,v,0.2714286999980686,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-24_18h36.00.367,CGTriskyDMtask,2022.2.4,60.05749904869163,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,21.326013400001102,21.326013400001102,21.326013400001102,21.326013400001102,21.326013400001102,21.326013400001102,21.326013400001102,23.30776209999749,23.30776209999749,23.30776209999749,None,25.32076529999904,27.34775260000606,27.34775260000606,27.34775260000606,27.34775260000606,27.34775260000606,27.34775260000606,nan,28.34943430000567,29.367531299998518,,,,001,2023-04-24_18h36.00.367,CGTriskyDMtask,2022.2.4,60.05749904869163,
53.27,0,35.16,1,3,1,0,1,1,1,,,,,,,,,29.367531299998518,29.367531299998518,29.367531299998518,29.367531299998518,29.367531299998518,29.367531299998518,29.367531299998518,31.36236270000518,31.36236270000518,31.36236270000518,None,33.3754445000086,34.39058700000169,34.39058700000169,34.39058700000169,34.39058700000169,34.39058700000169,34.39058700000169,nan,35.40575400000671,38.43430480000097,,,,001,2023-04-24_18h36.00.367,CGTriskyDMtask,2022.2.4,60.05749904869163,
8.27,0,1.15,1,2,2,0,2,2,2,,,,,,,,,38.43430480000097,38.43430480000097,38.43430480000097,38.43430480000097,38.43430480000097,38.43430480000097,38.43430480000097,40.41517930000555,40.41517930000555,40.41517930000555,None,42.428566300004604,43.443711700005224,43.443711700005224,43.443711700005224,43.443711700005224,43.443711700005224,43.443711700005224,nan,44.45867039999575,46.47236960000009,,,,001,2023-04-24_18h36.00.367,CGTriskyDMtask,2022.2.4,60.05749904869163,
45.88,0,40.41,3,1,1,0,3,3,3,,,,,,,,,46.47236960000009,46.47236960000009,46.47236960000009,46.47236960000009,46.47236960000009,46.47236960000009,46.47236960000009,48.46985019999556,48.46985019999556,48.46985019999556,None,50.482845599995926,53.49690890000784,53.49690890000784,53.49690890000784,53.49690890000784,53.49690890000784,53.49690890000784,nan,54.51018810000096,55.525503600001684,,,,001,2023-04-24_18h36.00.367,CGTriskyDMtask,2022.2.4,60.05749904869163,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.525503600001684,55.525503600001684,,,,,,,
