riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,choiceP,easy0difficult1,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,BestFit.thisRepN,BestFit.thisTrialN,BestFit.thisN,BestFit.thisIndex,dynamicTrials.thisRepN,dynamicTrials.thisTrialN,dynamicTrials.thisN,dynamicTrials.thisIndex,initITIstatic,initITIdynamic,cgeRDMstartTxt.started,cgeRDMstartResp.started,cgeRDMstartResp.keys,cgeRDMstartResp.rt,pracStartTxt.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircLeft.started,pracCircRight.started,pracRiskLine.started,pracORtxt.started,pracLossTxt.started,pracGainTxt.started,pracSafeTxt.started,pracVleft.started,pracNright.started,pracChoiceResp.started,loc,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespTxt.started,pracRiskOC.started,pracSafeOC.started,pracOCtxt.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,statStartTxt.started,statStartResp.started,statStartResp.keys,statStartResp.rt,realCircLeft.started,realCircRight.started,realRiskLine.started,realORtxt.started,realLossTxt.started,realGainTxt.started,realSafeTxt.started,realVleft.started,realNright.started,realChoiceResp.started,realChoiceResp.keys,realChoiceResp.rt,isiRealFix.started,statNoRespTxt.started,statRiskOC.started,statSafeOC.started,statOCtxt.started,statHideRisk.started,outcomes,choices,itiRealFix.started,itiRealFix.stopped,dynamicChoiceSet.routineStartVal,setupBestFitTxt.started,setupBestFitTxt.stopped,dynamicChoiceSet.routineEndVal,bestRho.routineEndVal,bestMu.routineEndVal,loadDynaChoicesTxt.started,dynaStartTxt.started,dynaStartResp.started,dynaStartResp.keys,dynaStartResp.rt,dynaNoRespTxt.started,dynaRiskOC.started,dynaSafeOC.started,dynaOCtxt.started,dynaHideRisk.started,cgeRDMendTxt.started,cgeRDMendResp.started,cgeRDMendResp.keys,cgeRDMendResp.rt,ThankYou.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 3.5, 3, 3, 3, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3.5, 3]","[3.5, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3.5, 3, 3, 3.5, 3, 3.5, 3.5, 3.5, 3, 3.5, 3, 3.5, 3, 3.5, 3.5, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3.5, 3, 3, 3, 3, 3.5, 3, 3, 3, 3.5, 3.5, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3.5, 3, 3, 3, 3, 3, 3.5, 3]",15.145772500000021,17.137703999999758,return,0.33379729999978736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.503665799999908,19.500694700000167,v,0.011000400000739319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
18.23,0,9.45,1,3,1,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,19.544932900000276,19.544932900000276,19.544932900000276,19.544932900000276,19.544932900000276,19.544932900000276,19.544932900000276,19.544932900000276,19.544932900000276,19.544932900000276,1,v,1.415876500000195,20.98177620000024,21.997131699999954,21.997131699999954,21.997131699999954,21.997131699999954,21.997131699999954,21.997131699999954,0,23.012056399999892,26.024333299999853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
53.27,0,35.16,1,3.5,1,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,26.024333299999853,26.024333299999853,26.024333299999853,26.024333299999853,26.024333299999853,26.024333299999853,26.024333299999853,26.024333299999853,26.024333299999853,26.024333299999853,1,n,3.6068803999996817,29.651982500000486,30.667406100000335,30.667406100000335,30.667406100000335,30.667406100000335,30.667406100000335,30.667406100000335,35.16,31.68249079999987,35.193848300000354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
8.27,0,1.15,1,3,2,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,35.193848300000354,35.193848300000354,35.193848300000354,35.193848300000354,35.193848300000354,35.193848300000354,35.193848300000354,35.193848300000354,35.193848300000354,35.193848300000354,2,n,3.318039100000533,38.53856590000032,39.55392759999995,39.55392759999995,39.55392759999995,39.55392759999995,39.55392759999995,39.55392759999995,8.27,40.56883860000016,43.58126859999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
45.88,0,40.41,1,3.5,1,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,43.58126859999993,43.58126859999993,43.58126859999993,43.58126859999993,43.58126859999993,43.58126859999993,43.58126859999993,43.58126859999993,43.58126859999993,43.58126859999993,1,v,3.8905209000004106,47.49174940000012,48.507123200000024,48.507123200000024,48.507123200000024,48.507123200000024,48.507123200000024,48.507123200000024,0,49.5220061,53.03343370000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.03343370000039,53.03343370000039,v,1.3104292000007263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
,,,,,2,17.73,0.0,3.13,0,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,54.3686574000003,54.3686574000003,54.3686574000003,54.3686574000003,54.3686574000003,54.3686574000003,54.3686574000003,54.3686574000003,54.3686574000003,54.3686574000003,v,1.7183671000002505,56.11208170000009,57.127411700000266,57.127411700000266,57.127411700000266,57.127411700000266,57.127411700000266,3.13,0,58.12571190000017,61.13808400000016,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
,,,,,1,28.21,0.0,3.89,0,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,61.13808400000016,61.13808400000016,61.13808400000016,61.13808400000016,61.13808400000016,61.13808400000016,61.13808400000016,61.13808400000016,61.13808400000016,61.13808400000016,n,0.5255189000008613,61.68698300000051,62.70257169999968,62.70257169999968,62.70257169999968,62.70257169999968,62.70257169999968,3.89,0,63.7006223999997,67.21255089999977,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
,,,,,1,20.03,0.0,1.99,0,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,67.21255089999977,67.21255089999977,67.21255089999977,67.21255089999977,67.21255089999977,67.21255089999977,67.21255089999977,67.21255089999977,67.21255089999977,67.21255089999977,v,1.2027305000001434,68.4434824,69.45885050000015,69.45885050000015,69.45885050000015,69.45885050000015,69.45885050000015,0.0,1,70.45712139999978,73.46952920000058,,,,,,,,,,,,,,,,,,,,,,999,2023-09-30_14h10.05.446,cgeRDMtask,2022.2.4,60.109700202832386,
