riskyGain,riskyLoss,alternative,isi,iti,loc,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,circleLeft.started,circleRight.started,lineLeft.started,orText.started,lossTxt.started,gainTxt.started,safeTxt.started,vLeft.started,nRight.started,choice1.started,choice1.keys,isiText.started,isiText.stopped,noRespTxt.started,ocGamble.started,ocSafe.started,outcomeText.started,hideGamble.started,outcome,itiText.started,itiText.stopped,postPracText.started,postPractResp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,22.879422300029546,24.87537320004776,return,36.639010199927725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-19_16h56.28.272,CGTriskyDMtask,2022.2.4,202.87967410370248,
,,,,,,,,,,,,,,61.54154290002771,63.542651399970055,n,0.6866027000360191,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-19_16h56.28.272,CGTriskyDMtask,2022.2.4,202.87967410370248,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,64.30122859997209,64.30122859997209,64.30122859997209,64.30122859997209,64.30122859997209,64.30122859997209,64.30122859997209,66.26045810000505,66.26045810000505,66.26045810000505,None,68.26178000005893,70.27910060004797,70.27910060004797,70.27910060004797,70.27910060004797,70.27910060004797,70.27910060004797,nan,71.27970080007799,72.29735040001106,,,,001,2023-04-19_16h56.28.272,CGTriskyDMtask,2022.2.4,202.87967410370248,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.29735040001106,72.29735040001106,,,,,,,
