riskyGain,riskyLoss,alternative,isi,iti,loc,riskyoption1,riskyoption2,safeoption,ischecktrial,choiceP,easy0difficult1,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,staticTrials.thisRepN,staticTrials.thisTrialN,staticTrials.thisN,staticTrials.thisIndex,BestFit.thisRepN,BestFit.thisTrialN,BestFit.thisN,BestFit.thisIndex,dynamicTrials.thisRepN,dynamicTrials.thisTrialN,dynamicTrials.thisN,dynamicTrials.thisIndex,initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircleLeft.started,pracCircleRight.started,pracLineLeft.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVLeft.started,pracNRight.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,staticStartText.started,staticStartResp.started,staticStartResp.keys,staticStartResp.rt,CircleLeft.started,realCircleRight.started,realLineLeft.started,realORtext.started,realLossText.started,realGainText.started,realSafeText.started,realVLeft.started,realNRight.started,realChoiceResp.started,loc,realChoiceResp.keys,realChoiceResp.rt,isiFix.started,isiFix.stopped,staticNoRespText.started,staticRiskOC.started,staticSafeOC.started,staticOCtext.started,staticHideRisk.started,outcomes,choices,itiFix.started,itiFix.stopped,dynamicChoiceSet.routineStartVal,setupBestFit.started,setupBestFit.stopped,dynamicChoiceSet.routineEndVal,bestRho.routineEndVal,bestMu.routineEndVal,text.started,dynamicStartText.started,dynamicStartResp.started,dynamicStartResp.keys,dynamicStartResp.rt,dynamicNoRespText.started,dynamicRiskOC.started,dynamicSafeOC.started,dynamicOCtext.started,dynamicHideRisk.started,cgeRDMendText.started,cgeRDMendResp.started,cgeRDMendResp.keys,cgeRDMendResp.rt,ThankYou.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5]","[1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1, 1, 1.5, 1, 1, 1, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1, 1, 1, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1, 1, 1, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1, 1.5]",19.102951100008795,21.083949500025483,return,0.09954980001202784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20043780002743,23.197358700010227,v,0.8980151000141632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
18.23,0,9.45,2,1,1,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,24.135835699999006,24.135835699999006,24.135835699999006,24.135835699999006,24.135835699999006,24.135835699999006,24.135835699999006,24.135835699999006,24.135835699999006,24.135835699999006,n,1.7358703000063542,28.106518500018865,30.120369200012647,30.120369200012647,30.120369200012647,30.120369200012647,30.120369200012647,30.120369200012647,9.45,31.135543600015808,34.41391360000125,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
53.27,0,35.16,1,3,1,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,34.41391360000125,34.41391360000125,34.41391360000125,34.41391360000125,34.41391360000125,34.41391360000125,34.41391360000125,34.41391360000125,34.41391360000125,34.41391360000125,v,0.9142446999903768,38.407781500020064,39.42311070000869,39.42311070000869,39.42311070000869,39.42311070000869,39.42311070000869,39.42311070000869,53.27,40.43799070001114,46.52892770001199,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.52892770001199,46.52892770001199,v,1.1187918000214268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
,,,,,2,28.21,0.0,3.89,0,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.68207700000494,47.68207700000494,47.68207700000494,47.68207700000494,47.68207700000494,47.68207700000494,47.68207700000494,47.68207700000494,47.68207700000494,47.68207700000494,2,n,1.3100048000051174,51.67111210001167,52.17058600002201,52.17058600002201,52.17058600002201,52.17058600002201,52.17058600002201,52.17058600002201,28.21,1,53.18526050000219,56.88017410002067,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
,,,,,2,20.03,0.0,1.99,0,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.88017410002067,56.88017410002067,56.88017410002067,56.88017410002067,56.88017410002067,56.88017410002067,56.88017410002067,56.88017410002067,56.88017410002067,56.88017410002067,2,v,2.3441769999917597,60.8739012000151,61.373279100022046,61.373279100022046,61.373279100022046,61.373279100022046,61.373279100022046,61.373279100022046,1.99,0,62.388343800004805,65.31729970002198,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../CGE/bespoke_choicesets/bespoke_choiceset_rhoInd005_muInd001.csv,65.31729970002198,69.32783630001359,../CGE/bespoke_choicesets/bespoke_choiceset_rhoInd005_muInd001.csv,5,1,,,,,,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.32783630001359,71.34141830002773,71.34141830002773,n,0.9063147000269964,,,,,,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
,,,,,1,11.4623965801438,0,6.43253881942946,,0.0946881868016171,0,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.29454300002544,72.29454300002544,72.29454300002544,72.29454300002544,72.29454300002544,72.29454300002544,72.29454300002544,72.29454300002544,72.29454300002544,72.29454300002544,1,v,1.040612799988594,76.26755270001013,76.76686290002544,,,,,,11.4623965801438,1,77.78167230001418,81.74247300002025,,,,,,,,,,,,76.76686290002544,76.76686290002544,76.76686290002544,76.76686290002544,76.76686290002544,,,,,,999,2023-09-28_14h22.20.649,cgeRDMtask,2022.2.1,60.26474301844675,
