riskyGain,riskyLoss,alternative,isi,iti,loc,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,inst1.started,inst1.keys,inst1.rt,startPract.started,startPracResp.started,startPracResp.keys,startPracResp.rt,circleLeft.started,circleRight.started,lineLeft.started,orText.started,lossTxt.started,gainTxt.started,safeTxt.started,vLeft.started,nRight.started,choice1.started,choice1.keys,choice1.rt,isiText.started,isiText.stopped,noRespTxt.started,ocGamble.started,ocSafe.started,outcomeText.started,hideGamble.started,outcome,itiText.started,itiText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,19.933345199911855,21.93117389990948,return,13.76950479997322,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h04.47.993,CGTriskyDMtask,2022.2.4,158.45223855399686,
,,,,,,,,,,,,,,35.71841989993118,37.720788799924776,n,0.8522491999901831,,,,,,,,,,,,,,,,,,,,,,,,001,2023-04-20_14h04.47.993,CGTriskyDMtask,2022.2.4,158.45223855399686,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,38.62038550002035,38.62038550002035,38.62038550002035,38.62038550002035,38.62038550002035,38.62038550002035,38.62038550002035,40.60427939996589,40.60427939996589,40.60427939996589,v,0.5080924000358209,41.13858849997632,43.16805919993203,43.16805919993203,43.16805919993203,43.16805919993203,43.16805919993203,43.16805919993203,0,44.173988799913786,45.209729599999264,,001,2023-04-20_14h04.47.993,CGTriskyDMtask,2022.2.4,158.45223855399686,
,,,,,,,,,,,,,,,,,,45.209729599999264,45.209729599999264,45.209729599999264,45.209729599999264,45.209729599999264,45.209729599999264,45.209729599999264,47.19128509995062,47.19128509995062,47.19128509995062,,,,,,,,,,,,,,,,,,,
