riskyGain,riskyLoss,alternative,isi,iti,loc,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircleLeft.started,pracCircleRight.started,pracLineLeft.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVLeft.started,pracNRight.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1.5]","[1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1, 1, 1.5, 1, 1, 1, 1, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1, 1, 1, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1.5, 1]",18.80408400000306,20.798087499999383,return,0.5307141000012052,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-26_23h57.23.655,cgeRDMtask,2022.2.1,60.09962113142984,
,,,,,,,,,,,,,,,,21.346994300001825,23.343982099999266,v,0.01815429999260232,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-26_23h57.23.655,cgeRDMtask,2022.2.1,60.09962113142984,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,,,23.405893499999365,23.405893499999365,23.405893499999365,23.405893499999365,23.405893499999365,23.405893499999365,23.405893499999365,23.405893499999365,23.405893499999365,23.405893499999365,n,2.716020199994091,27.38781790000212,29.401660399998946,29.401660399998946,29.401660399998946,29.401660399998946,29.401660399998946,29.401660399998946,9.45,30.41659510000318,32.713536100003694,999,2023-09-26_23h57.23.655,cgeRDMtask,2022.2.1,60.09962113142984,
53.27,0,35.16,1,3,1,0,1,1,1,,,,,,,,,,,32.713536100003694,32.713536100003694,32.713536100003694,32.713536100003694,32.713536100003694,32.713536100003694,32.713536100003694,32.713536100003694,32.713536100003694,32.713536100003694,v,1.6556381999980658,36.70698590000393,37.72255740000401,37.72255740000401,37.72255740000401,37.72255740000401,37.72255740000401,37.72255740000401,53.27,38.73729000000458,44.096392400002514,999,2023-09-26_23h57.23.655,cgeRDMtask,2022.2.1,60.09962113142984,
,,,,,,,,,,,,,,,,,,,,44.096392400002514,44.096392400002514,44.096392400002514,44.096392400002514,44.096392400002514,44.096392400002514,44.096392400002514,44.096392400002514,44.096392400002514,44.096392400002514,None,,48.10653430000093,49.121668200001295,49.121668200001295,49.121668200001295,49.121668200001295,49.121668200001295,49.121668200001295,nan,50.13676410000335,,,,,,,
