riskyGain,riskyLoss,alternative,isi,iti,loc,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,initITIstatic,initITIdynamic,CGErdmStartText.started,CGErdmStartResp.started,CGErdmStartResp.keys,CGErdmStartResp.rt,pracStartText.started,pracStartResp.started,pracStartResp.keys,pracStartResp.rt,pracCircleLeft.started,pracCircleRight.started,pracLineLeft.started,pracORtext.started,pracLossText.started,pracGainText.started,pracSafeText.started,pracVLeft.started,pracNRight.started,pracChoiceResp.started,pracChoiceResp.keys,pracChoiceResp.rt,isiPracFix.started,isiPracFix.stopped,pracNoRespText.started,pracRiskOC.started,pracSafeOC.started,pracOCtext.started,pracHideRisk.started,outcome,itiPracFix.started,itiPracFix.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,"[1.5, 1.5, 1.5, 1, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1, 1, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1, 1.5, 1.5, 1, 1, 1]","[1, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1.5, 1, 1, 1, 1, 1, 1.5, 1, 1, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1, 1, 1, 1.5, 1.5, 1.5, 1, 1.5, 1, 1, 1, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1, 1, 1, 1]",19.35851730001741,21.34459400002379,return,0.15867649999563582,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_23h26.01.268,cgeRDMtask,2022.2.1,60.06842995899519,
,,,,,,,,,,,,,,,,21.527555200009374,23.524546100001317,v,1.5697962999984156,,,,,,,,,,,,,,,,,,,,,,,999,2023-09-28_23h26.01.268,cgeRDMtask,2022.2.1,60.06842995899519,
18.23,0,9.45,2,1,1,0,0,0,0,,,,,,,,,,,25.13873770000646,25.13873770000646,25.13873770000646,25.13873770000646,25.13873770000646,25.13873770000646,25.13873770000646,25.13873770000646,25.13873770000646,25.13873770000646,v,0.8386904000071809,29.11599180000485,31.130093900021166,31.130093900021166,31.130093900021166,31.130093900021166,31.130093900021166,31.130093900021166,0,32.144787299999734,36.31375030000345,999,2023-09-28_23h26.01.268,cgeRDMtask,2022.2.1,60.06842995899519,
,,,,,,,,,,,,,,,,,,,,36.31375030000345,36.31375030000345,36.31375030000345,36.31375030000345,36.31375030000345,36.31375030000345,36.31375030000345,36.31375030000345,36.31375030000345,36.31375030000345,v,0.8778752000071108,40.2992289000249,41.31459560000803,41.31459560000803,41.31459560000803,41.31459560000803,41.31459560000803,41.31459560000803,0,42.3294652000186,,,,,,,
